Date_Time,Air Temperature_°C ,Relative Humidity_%,Atmospheric Pressure_kPa
2/11/2024 10:00,20.02,78.95,101.31
2/11/2024 10:10,20.09,77.68,101.31
2/11/2024 10:20,19.99,77.3,101.3
2/11/2024 10:30,20.18,76.74,101.3
2/11/2024 10:40,20.67,74.53,101.28
2/11/2024 10:50,20.63,73.93,101.28
2/11/2024 11:00,20.93,72.38,101.28
2/11/2024 11:10,21.13,71.06,101.29
2/11/2024 11:20,21.2,70.23,101.28
2/11/2024 11:30,21.42,69.72,101.27
2/11/2024 11:40,21.34,68.02,101.28
2/11/2024 11:50,21.16,69.09,101.27
2/11/2024 12:00,21.43,68.23,101.25
2/11/2024 12:10,21.69,66.92,101.24
2/11/2024 12:20,22.32,65.14,101.24
2/11/2024 12:30,21.54,64.04,101.23
2/11/2024 12:40,21.49,65.72,101.22
2/11/2024 12:50,22.19,64.35,101.22
2/11/2024 13:00,21.92,62.99,101.23
2/11/2024 13:10,21.64,63.99,101.22
2/11/2024 13:20,21.85,63.06,101.22
2/11/2024 13:30,22.27,62.03,101.22
2/11/2024 13:40,21.62,61.83,101.21
2/11/2024 13:50,21.05,64.06,101.2
2/11/2024 14:00,21.38,62.15,101.19
2/11/2024 14:10,21.05,63.26,101.18
2/11/2024 14:20,20.93,63.41,101.18
2/11/2024 14:30,20.62,63.19,101.18
2/11/2024 14:40,20.82,63.27,101.17
2/11/2024 14:50,21.15,63.15,101.17
2/11/2024 15:00,21.25,61.26,101.16
2/11/2024 15:10,21.37,60.34,101.15
2/11/2024 15:20,21.25,59.76,101.16
2/11/2024 15:30,21.04,61.09,101.18
2/11/2024 15:40,21.29,60.32,101.18
2/11/2024 15:50,21.14,59.6,101.18
2/11/2024 16:00,20.08,62.43,101.18
2/11/2024 16:10,20.16,62.85,101.15
2/11/2024 16:20,19.97,62.47,101.15
2/11/2024 16:30,19.3,65.22,101.13
2/11/2024 16:40,19.1,65.67,101.15
2/11/2024 16:50,19,65.99,101.14
2/11/2024 17:00,18.75,66.38,101.15
2/11/2024 17:10,18.76,66.44,101.14
2/11/2024 17:20,18.75,65.83,101.14
2/11/2024 17:30,18.48,65.49,101.17
2/11/2024 17:40,18.33,66.21,101.16
2/11/2024 17:50,18.15,66.67,101.16
2/11/2024 18:00,17.97,67.04,101.19
2/11/2024 18:10,17.89,67.33,101.21
2/11/2024 18:20,17.74,68.22,101.22
2/11/2024 18:30,17.65,68.85,101.23
2/11/2024 18:40,17.65,68.85,101.24
2/11/2024 18:50,17.49,67.85,101.27
2/11/2024 19:00,17.29,67.65,101.27
2/11/2024 19:10,17.17,67.6,101.24
2/11/2024 19:20,17.11,66.88,101.23
2/11/2024 19:30,17.06,66.01,101.27
2/11/2024 19:40,17.05,65.49,101.3
2/11/2024 19:50,16.97,66.7,101.29
2/11/2024 20:00,16.74,68.99,101.19
2/11/2024 20:10,16.08,73,101.19
2/11/2024 20:20,15.95,74.32,101.28
2/11/2024 20:30,16.09,73.88,101.32
2/11/2024 20:40,16.37,72.9,101.36
2/11/2024 20:50,16.35,73.47,101.36
2/11/2024 21:00,16.26,75.36,101.38
2/11/2024 21:10,16.14,76.04,101.39
2/11/2024 21:20,16.14,76.32,101.37
2/11/2024 21:30,16.21,75.87,101.36
2/11/2024 21:40,16.26,74.54,101.32
2/11/2024 21:50,16.21,73.53,101.36
2/11/2024 22:00,16.24,74.48,101.35
2/11/2024 22:10,16.18,73.95,101.34
2/11/2024 22:20,16.09,74.37,101.32
2/11/2024 22:30,15.98,74.57,101.33
2/11/2024 22:40,15.94,74.48,101.31
2/11/2024 22:50,15.95,73.33,101.33
2/11/2024 23:00,16.01,73.1,101.3
2/11/2024 23:10,16.03,71.47,101.29
2/11/2024 23:20,16,72.43,101.31
2/11/2024 23:30,15.94,71.5,101.27
2/11/2024 23:40,15.94,70.12,101.27
2/11/2024 23:50,15.95,69.52,101.26
3/11/2024 0:00,15.86,69.53,101.24
3/11/2024 0:10,15.85,69.35,101.21
3/11/2024 0:20,15.69,69.51,101.2
3/11/2024 0:30,15.58,70.05,101.21
3/11/2024 0:40,15.53,70.56,101.18
3/11/2024 0:50,15.51,70.99,101.17
3/11/2024 1:00,15.52,71.52,101.16
3/11/2024 1:10,15.42,71.58,101.15
3/11/2024 1:20,15.36,70.59,101.16
3/11/2024 1:30,15.09,70.02,101.16
3/11/2024 1:40,14.83,69.48,101.13
3/11/2024 1:50,14.5,69.88,101.14
3/11/2024 2:00,14.42,70.24,101.14
3/11/2024 2:10,14.46,70.31,101.12
3/11/2024 2:20,14.43,70.38,101.12
3/11/2024 2:30,14.36,71.5,101.11
3/11/2024 2:40,14.18,72.27,101.1
3/11/2024 2:50,13.93,73.01,101.1
3/11/2024 3:00,13.74,74.17,101.1
3/11/2024 3:10,13.55,75.36,101.09
3/11/2024 3:20,13.31,76.48,101.12
3/11/2024 3:30,13.15,77.48,101.15
3/11/2024 3:40,12.97,78.2,101.15
3/11/2024 3:50,12.89,78.47,101.14
3/11/2024 4:00,12.84,78.53,101.15
3/11/2024 4:10,12.67,79.27,101.14
3/11/2024 4:20,12.6,79.91,101.15
3/11/2024 4:30,12.41,80.56,101.16
3/11/2024 4:40,12.09,81.43,101.16
3/11/2024 4:50,11.81,82.8,101.17
3/11/2024 5:00,11.56,83.59,101.19
3/11/2024 5:10,11.28,84.85,101.19
3/11/2024 5:20,11.13,85.7,101.2
3/11/2024 5:30,11.05,86.54,101.21
3/11/2024 5:40,11.12,87.2,101.22
3/11/2024 5:50,11.34,87.2,101.22
3/11/2024 6:00,11.61,86.46,101.23
3/11/2024 6:10,11.96,85.56,101.25
3/11/2024 6:20,12.61,83.28,101.26
3/11/2024 6:30,13.15,81.18,101.28
3/11/2024 6:40,13.76,78.47,101.28
3/11/2024 6:50,14.41,75.9,101.28
3/11/2024 7:00,15.12,72.5,101.3
3/11/2024 7:10,15.36,70.59,101.3
3/11/2024 7:20,15.79,68.95,101.31
3/11/2024 7:30,16.25,67.06,101.32
3/11/2024 7:40,16.69,65.21,101.32
3/11/2024 7:50,17.33,62.52,101.31
3/11/2024 8:00,17.69,60.17,101.31
3/11/2024 8:10,17.77,59.33,101.31
3/11/2024 8:20,17.71,60.15,101.32
3/11/2024 8:30,18.08,59.15,101.33
3/11/2024 8:40,18.07,59.23,101.33
3/11/2024 8:50,18.24,58.7,101.32
3/11/2024 9:00,18.13,59.06,101.32
3/11/2024 9:10,19.22,56.2,101.32
3/11/2024 9:20,19.24,54.34,101.32
3/11/2024 9:30,19.32,54.65,101.33
3/11/2024 9:40,19.7,53.98,101.33
3/11/2024 9:50,19.83,52.25,101.31
3/11/2024 10:00,19.86,52.67,101.31
3/11/2024 10:10,19.77,52.53,101.31
3/11/2024 10:20,20.38,52.17,101.3
3/11/2024 10:30,20.97,50.47,101.29
3/11/2024 10:40,21.04,49.53,101.29
3/11/2024 10:50,21.13,48.86,101.28
3/11/2024 11:00,21.49,48.61,101.28
3/11/2024 11:10,21.49,50.53,101.28
3/11/2024 11:20,22.28,48.37,101.27
3/11/2024 11:30,21.16,49.45,101.28
3/11/2024 11:40,21,50.42,101.27
3/11/2024 11:50,21.34,50.36,101.27
3/11/2024 12:00,21.62,48.73,101.26
3/11/2024 12:10,21.63,48.78,101.26
3/11/2024 12:20,21.69,48.14,101.26
3/11/2024 12:30,21.4,49.43,101.26
3/11/2024 12:40,21.61,48.45,101.26
3/11/2024 12:50,21.41,49.28,101.26
3/11/2024 13:00,21.72,47.24,101.25
3/11/2024 13:10,21.66,47.92,101.24
3/11/2024 13:20,21.33,46.53,101.25
3/11/2024 13:30,20.97,47.77,101.25
3/11/2024 13:40,21.31,46.94,101.25
3/11/2024 13:50,21.21,46.91,101.24
3/11/2024 14:00,20.96,47.8,101.23
3/11/2024 14:10,20.78,47.8,101.24
3/11/2024 14:20,20.7,48.49,101.23
3/11/2024 14:30,20.83,48.96,101.22
3/11/2024 14:40,20.1,49.89,101.21
3/11/2024 14:50,20.31,49.92,101.21
3/11/2024 15:00,20.15,50.72,101.2
3/11/2024 15:10,19.97,50.25,101.2
3/11/2024 15:20,19.88,50.88,101.21
3/11/2024 15:30,20.04,50.55,101.21
3/11/2024 15:40,19.79,51.16,101.2
3/11/2024 15:50,19.68,52.39,101.19
3/11/2024 16:00,19.67,52.12,101.2
3/11/2024 16:10,19.38,52.71,101.2
3/11/2024 16:20,19.28,52.72,101.2
3/11/2024 16:30,19.3,52.17,101.21
3/11/2024 16:40,18.82,52.09,101.21
3/11/2024 16:50,18.61,53.25,101.21
3/11/2024 17:00,18.6,52.91,101.23
3/11/2024 17:10,18.3,53.34,101.22
3/11/2024 17:20,18.25,53.8,101.23
3/11/2024 17:30,18.01,55.34,101.22
3/11/2024 17:40,17.92,57.07,101.22
3/11/2024 17:50,17.77,57.81,101.22
3/11/2024 18:00,17.67,58.91,101.23
3/11/2024 18:10,17.47,62.07,101.24
3/11/2024 18:20,17.29,64.35,101.25
3/11/2024 18:30,17.15,65.38,101.26
3/11/2024 18:40,17.03,66.29,101.26
3/11/2024 18:50,16.9,67.1,101.27
3/11/2024 19:00,16.73,68.83,101.29
3/11/2024 19:10,16.62,70.74,101.3
3/11/2024 19:20,16.45,72.1,101.3
3/11/2024 19:30,16.37,72.04,101.31
3/11/2024 19:40,16.3,72.25,101.32
3/11/2024 19:50,16.15,72.78,101.33
3/11/2024 20:00,16.02,73.11,101.33
3/11/2024 20:10,15.87,73.54,101.34
3/11/2024 20:20,15.78,73.74,101.34
3/11/2024 20:30,15.57,74.28,101.35
3/11/2024 20:40,15.42,75.23,101.36
3/11/2024 20:50,15.26,76.3,101.36
3/11/2024 21:00,15.08,77.36,101.36
3/11/2024 21:10,15.02,78.3,101.36
3/11/2024 21:20,14.82,79.44,101.37
3/11/2024 21:30,14.63,79.7,101.37
3/11/2024 21:40,14.3,80.86,101.37
3/11/2024 21:50,13.91,82.37,101.36
3/11/2024 22:00,13.55,83.99,101.36
3/11/2024 22:10,13.28,85.81,101.35
3/11/2024 22:20,13.04,86.97,101.34
3/11/2024 22:30,12.86,87.86,101.34
3/11/2024 22:40,12.68,89.04,101.34
3/11/2024 22:50,12.55,90.56,101.32
3/11/2024 23:00,12.65,91.06,101.31
3/11/2024 23:10,12.77,90.96,101.3
3/11/2024 23:20,12.91,90.4,101.3
3/11/2024 23:30,13.35,88.95,101.3
3/11/2024 23:40,13.89,84.99,101.31
3/11/2024 23:50,14.18,82.23,101.31
4/11/2024 0:00,14.04,81.74,101.3
4/11/2024 0:10,13.84,81.35,101.3
4/11/2024 0:20,13.68,81.11,101.29
4/11/2024 0:30,13.76,80.25,101.29
4/11/2024 0:40,13.63,80.29,101.29
4/11/2024 0:50,13.49,80.96,101.28
4/11/2024 1:00,13.49,81.35,101.28
4/11/2024 1:10,13.41,81.45,101.27
4/11/2024 1:20,13.28,81.94,101.26
4/11/2024 1:30,13.17,82.2,101.25
4/11/2024 1:40,13.03,82.56,101.25
4/11/2024 1:50,12.93,83.1,101.24
4/11/2024 2:00,12.76,83.62,101.24
4/11/2024 2:10,12.55,84.44,101.23
4/11/2024 2:20,12.38,85.11,101.22
4/11/2024 2:30,12.27,85.72,101.21
4/11/2024 2:40,12.2,86.19,101.2
4/11/2024 2:50,11.99,86.75,101.19
4/11/2024 3:00,11.97,86.65,101.19
4/11/2024 3:10,12,86.62,101.19
4/11/2024 3:20,11.99,86.68,101.19
4/11/2024 3:30,11.87,86.86,101.19
4/11/2024 3:40,11.66,87.64,101.2
4/11/2024 3:50,11.68,87.88,101.19
4/11/2024 4:00,11.61,87.85,101.18
4/11/2024 4:10,11.58,88.17,101.17
4/11/2024 4:20,11.56,88.22,101.18
4/11/2024 4:30,11.5,88.42,101.19
4/11/2024 4:40,11.38,88.68,101.2
4/11/2024 4:50,11.22,88.95,101.2
4/11/2024 5:00,10.98,89.69,101.2
4/11/2024 5:10,10.72,90.17,101.2
4/11/2024 5:20,10.51,90.97,101.2
4/11/2024 5:30,10.25,91.6,101.2
4/11/2024 5:40,10.21,93.13,101.21
4/11/2024 5:50,10.26,93.38,101.22
4/11/2024 6:00,10.28,93.73,101.22
4/11/2024 6:10,10.54,94.32,101.22
4/11/2024 6:20,11.05,93.76,101.23
4/11/2024 6:30,11.75,91.11,101.23
4/11/2024 6:40,12.34,87.49,101.22
4/11/2024 6:50,12.99,85.31,101.2
4/11/2024 7:00,13.99,80.44,101.21
4/11/2024 7:10,14.09,79.42,101.22
4/11/2024 7:20,14.52,78.33,101.21
4/11/2024 7:30,15.07,75.54,101.21
4/11/2024 7:40,15.31,74.21,101.21
4/11/2024 7:50,16.18,71.33,101.21
4/11/2024 8:00,16.85,68.72,101.21
4/11/2024 8:10,17.1,68.05,101.21
4/11/2024 8:20,17.04,68.67,101.21
4/11/2024 8:30,17.38,67.41,101.21
4/11/2024 8:40,17.39,67.77,101.2
4/11/2024 8:50,17.77,66.37,101.2
4/11/2024 9:00,18.03,65.68,101.2
4/11/2024 9:10,18.42,65.22,101.19
4/11/2024 9:20,19.07,63.39,101.19
4/11/2024 9:30,19.21,62.84,101.18
4/11/2024 9:40,19.69,61.04,101.17
4/11/2024 9:50,19.91,61.11,101.16
4/11/2024 10:00,20.51,60.55,101.16
4/11/2024 10:10,20.49,60,101.15
4/11/2024 10:20,20.28,60.61,101.15
4/11/2024 10:30,20.35,60.31,101.15
4/11/2024 10:40,20.42,59.84,101.15
4/11/2024 10:50,20.41,60.8,101.15
4/11/2024 11:00,20.83,60.67,101.14
4/11/2024 11:10,20.93,59.81,101.15
4/11/2024 11:20,20.57,59.83,101.15
4/11/2024 11:30,20.65,60.07,101.15
4/11/2024 11:40,20.91,60.33,101.14
4/11/2024 11:50,21.17,59.33,101.13
4/11/2024 12:00,20.98,60.47,101.12
4/11/2024 12:10,21.15,60.2,101.12
4/11/2024 12:20,21.12,60.07,101.11
4/11/2024 12:30,21.04,59.89,101.11
4/11/2024 12:40,21.66,58.7,101.1
4/11/2024 12:50,21.19,57.71,101.1
4/11/2024 13:00,20.98,56.93,101.11
4/11/2024 13:10,20.95,56.55,101.1
4/11/2024 13:20,21.22,56.61,101.1
4/11/2024 13:30,21.33,56.9,101.09
4/11/2024 13:40,21.07,56.93,101.1
4/11/2024 13:50,20.68,58.48,101.1
4/11/2024 14:00,20.87,58.21,101.09
4/11/2024 14:10,20.45,60.23,101.08
4/11/2024 14:20,20.97,58.78,101.07
4/11/2024 14:30,20.05,61.48,101.08
4/11/2024 14:40,19.26,63.72,101.09
4/11/2024 14:50,19.83,61.51,101.09
4/11/2024 15:00,20.28,59.18,101.09
4/11/2024 15:10,19.33,60.55,101.1
4/11/2024 15:20,19.12,60.71,101.11
4/11/2024 15:30,18.68,61.19,101.1
4/11/2024 15:40,18.69,60.64,101.1
4/11/2024 15:50,19.05,59.34,101.11
4/11/2024 16:00,18.89,59.62,101.12
4/11/2024 16:10,18.69,59.81,101.13
4/11/2024 16:20,18.63,60.22,101.13
4/11/2024 16:30,18.39,59.85,101.14
4/11/2024 16:40,18.35,60.15,101.14
4/11/2024 16:50,18.47,58.52,101.15
4/11/2024 17:00,18.52,57.91,101.16
4/11/2024 17:10,18.07,59.04,101.16
4/11/2024 17:20,18.31,60.01,101.14
4/11/2024 17:30,18.35,60.05,101.14
4/11/2024 17:40,17.96,61.59,101.15
4/11/2024 17:50,17.72,63.66,101.15
4/11/2024 18:00,17.91,62.42,101.15
4/11/2024 18:10,17.88,60.24,101.16
4/11/2024 18:20,17.53,60.23,101.17
4/11/2024 18:30,17.36,59.88,101.18
4/11/2024 18:40,17.29,60.39,101.18
4/11/2024 18:50,17.21,60.29,101.19
4/11/2024 19:00,17.19,60.06,101.21
4/11/2024 19:10,17.27,60.06,101.21
4/11/2024 19:20,17.22,60.2,101.21
4/11/2024 19:30,17.2,60.23,101.22
4/11/2024 19:40,17.22,60.05,101.22
4/11/2024 19:50,17.22,60.66,101.22
4/11/2024 20:00,17.18,61.17,101.23
4/11/2024 20:10,17.31,61.74,101.24
4/11/2024 20:20,17.42,62.87,101.24
4/11/2024 20:30,17.4,64.56,101.24
4/11/2024 20:40,17.48,64.03,101.25
4/11/2024 20:50,17.49,63.54,101.24
4/11/2024 21:00,17.51,62.36,101.24
4/11/2024 21:10,17.33,62.52,101.23
4/11/2024 21:20,17.25,63.5,101.23
4/11/2024 21:30,17.26,63.76,101.22
4/11/2024 21:40,17.31,63.31,101.22
4/11/2024 21:50,17.33,63.53,101.21
4/11/2024 22:00,17.33,63.88,101.21
4/11/2024 22:10,17.41,64.67,101.2
4/11/2024 22:20,17.47,63.72,101.18
4/11/2024 22:30,17.54,60.65,101.18
4/11/2024 22:40,17.65,57.3,101.17
4/11/2024 22:50,17.69,57.95,101.17
4/11/2024 23:00,17.73,59.87,101.16
4/11/2024 23:10,17.72,60.26,101.15
4/11/2024 23:20,17.68,61.1,101.14
4/11/2024 23:30,17.56,63.21,101.14
4/11/2024 23:40,17.39,69.18,101.13
4/11/2024 23:50,16.91,73.92,101.1
5/11/2024 0:00,16.88,72.7,101.09
5/11/2024 0:10,16.88,71.04,101.08
5/11/2024 0:20,17.03,72.07,101.09
5/11/2024 0:30,16.99,70.54,101.09
5/11/2024 0:40,16.9,67.73,101.09
5/11/2024 0:50,16.82,69.06,101.09
5/11/2024 1:00,16.85,70.44,101.08
5/11/2024 1:10,16.97,69.13,101.07
5/11/2024 1:20,17.07,69.01,101.07
5/11/2024 1:30,16.99,72.25,101.09
5/11/2024 1:40,15.66,82.69,101.1
5/11/2024 1:50,14.83,86.21,101.08
5/11/2024 2:00,14.61,87.2,101.08
5/11/2024 2:10,14.45,88.47,101.07
5/11/2024 2:20,14.21,89.24,101.07
5/11/2024 2:30,14.09,90.5,101.07
5/11/2024 2:40,14.39,90.83,101.09
5/11/2024 2:50,14.98,86.14,101.11
5/11/2024 3:00,14.66,87.7,101.08
5/11/2024 3:10,14.54,88.26,101.08
5/11/2024 3:20,14.47,88.6,101.06
5/11/2024 3:30,14.34,89.41,101.06
5/11/2024 3:40,14.32,89.89,101.07
5/11/2024 3:50,14.22,90.29,101.06
5/11/2024 4:00,13.94,90.63,101.05
5/11/2024 4:10,14.4,91.2,101.08
5/11/2024 4:20,15.02,87.68,101.08
5/11/2024 4:30,15.13,85.67,101.07
5/11/2024 4:40,15.1,84.14,101.06
5/11/2024 4:50,14.84,83.96,101.07
